league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,90s,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,playing_time_90s
ENG-Premier League,2425,Arsenal,David Raya,ESP,GK,28.0,1995.0,38,38,3420,38.0,34,0.89,120,86,71.7,20.0,14.0,4.0,13,34.2,3,3,0,0,0.0,
ENG-Premier League,2425,Aston Villa,Emiliano Martínez,ARG,GK,31.0,1992.0,37,37,3194,35.5,47,1.32,146,99,67.8,18.0,9.0,10.0,8,21.6,2,1,1,0,50.0,
ENG-Premier League,2425,Aston Villa,Robin Olsen,SWE,GK,34.0,1990.0,4,1,226,2.5,6,2.39,14,8,57.1,1.0,0.0,0.0,1,100.0,1,1,0,0,0.0,
ENG-Premier League,2425,Bournemouth,Kepa Arrizabalaga,ESP,GK,29.0,1994.0,31,31,2790,31.0,39,1.26,136,97,71.3,13.0,7.0,11.0,8,25.8,4,4,0,0,0.0,
ENG-Premier League,2425,Bournemouth,Mark Travers,IRL,GK,25.0,1999.0,5,5,450,5.0,5,1.0,25,20,80.0,2.0,2.0,1.0,1,20.0,0,0,0,0,,
ENG-Premier League,2425,Bournemouth,Neto,BRA,GK,35.0,1989.0,2,2,180,2.0,2,1.0,13,11,84.6,0.0,2.0,0.0,0,0.0,0,0,0,0,,
ENG-Premier League,2425,Brentford,Hákon Valdimarsson,ISL,GK,22.0,2001.0,2,1,145,1.6,2,1.24,5,3,60.0,0.0,0.0,1.0,1,100.0,0,0,0,0,,
ENG-Premier League,2425,Brentford,Mark Flekken,NED,GK,31.0,1993.0,37,37,3275,36.4,55,1.51,207,152,73.4,16.0,8.0,13.0,8,21.6,1,1,0,0,0.0,
ENG-Premier League,2425,Brighton,Bart Verbruggen,NED,GK,21.0,2002.0,36,36,3240,36.0,58,1.61,140,89,58.6,14.0,13.0,9.0,7,19.4,9,9,0,0,0.0,
ENG-Premier League,2425,Brighton,Jason Steele,ENG,GK,33.0,1990.0,2,2,180,2.0,1,0.5,4,3,75.0,2.0,0.0,0.0,1,50.0,0,0,0,0,,
ENG-Premier League,2425,Chelsea,Filip Jørgensen,DEN,GK,22.0,2002.0,6,6,540,6.0,9,1.5,29,20,69.0,3.0,0.0,3.0,1,16.7,1,1,0,0,0.0,
ENG-Premier League,2425,Chelsea,Robert Sánchez,ESP,GK,26.0,1997.0,32,32,2880,32.0,34,1.06,128,94,73.4,17.0,9.0,6.0,10,31.3,5,4,1,0,20.0,
ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,27.0,1997.0,38,38,3420,38.0,51,1.34,152,102,66.4,13.0,14.0,11.0,11,28.9,2,1,1,0,50.0,
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30.0,1994.0,38,38,3420,38.0,44,1.16,163,119,73.0,11.0,15.0,12.0,12,31.6,2,0,2,0,100.0,
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32.0,1992.0,38,38,3420,38.0,54,1.42,158,107,65.8,15.0,9.0,14.0,5,13.2,4,3,1,0,25.0,
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27.0,1996.0,13,13,1170,13.0,30,2.31,75,45,60.0,1.0,3.0,9.0,0,0.0,1,1,0,0,0.0,
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25.0,1998.0,18,18,1620,18.0,33,1.83,103,70,68.0,2.0,6.0,10.0,1,5.6,3,3,0,0,0.0,
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,28.0,1995.0,7,7,630,7.0,19,2.71,39,20,51.3,1.0,1.0,5.0,1,14.3,2,2,0,0,0.0,
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31.0,1993.0,2,1,135,1.5,6,4.0,10,4,40.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23.0,2000.0,10,10,900,10.0,16,1.6,44,28,63.6,3.0,1.0,6.0,2,20.0,0,0,0,0,,
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24.0,2000.0,27,27,2385,26.5,58,2.19,160,102,63.8,3.0,6.0,18.0,1,3.7,4,3,1,0,25.0,
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31.0,1992.0,28,28,2508,27.9,29,1.04,106,74,72.6,18.0,7.0,3.0,10,35.7,1,1,0,0,0.0,
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25.0,1998.0,10,10,900,10.0,12,1.2,37,24,67.6,7.0,2.0,1.0,4,40.0,1,0,1,0,100.0,
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23.0,2001.0,1,0,12,0.1,0,0.0,1,1,100.0,0.0,0.0,0.0,1,,0,0,0,0,,
ENG-Premier League,2425,Manchester City,Ederson Moraes,BRA,GK,30.0,1993.0,26,26,2320,25.8,26,1.01,80,54,67.5,16.0,4.0,6.0,10,38.5,2,2,0,0,0.0,
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31.0,1992.0,13,12,1100,12.2,18,1.47,51,33,64.7,5.0,4.0,3.0,3,25.0,2,2,0,0,0.0,
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26.0,1998.0,4,4,360,4.0,10,2.5,18,8,44.4,1.0,0.0,3.0,1,25.0,0,0,0,0,,
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28.0,1996.0,34,34,3060,34.0,44,1.29,129,88,65.9,10.0,9.0,15.0,9,26.5,4,3,1,0,25.0,
ENG-Premier League,2425,Newcastle,Martin Dúbravka,SVK,GK,35.0,1989.0,10,10,900,10.0,12,1.2,41,29,70.7,7.0,0.0,3.0,5,50.0,0,0,0,0,,
ENG-Premier League,2425,Newcastle,Nick Pope,ENG,GK,32.0,1992.0,28,28,2520,28.0,35,1.25,122,87,71.3,13.0,6.0,9.0,8,28.6,2,1,1,0,50.0,
ENG-Premier League,2425,Nottingham,Matz Sels,BEL,GK,32.0,1992.0,38,38,3420,38.0,46,1.21,163,119,71.8,19.0,8.0,11.0,13,34.2,3,3,0,0,0.0,
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26.0,1998.0,30,30,2700,30.0,66,2.2,189,123,65.1,2.0,5.0,23.0,3,10.0,7,5,2,0,28.6,
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,34.0,1989.0,5,5,450,5.0,13,2.6,37,24,64.9,0.0,0.0,5.0,0,0.0,2,2,0,0,0.0,
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29.0,1995.0,3,3,270,3.0,7,2.33,20,13,65.0,0.0,1.0,2.0,0,0.0,0,0,0,0,,
ENG-Premier League,2425,Tottenham,Antonín Kinský,CZE,GK,21.0,2003.0,6,6,540,6.0,11,1.83,35,24,68.6,1.0,0.0,5.0,1,16.7,0,0,0,0,,
ENG-Premier League,2425,Tottenham,Brandon Austin,ENG,GK,25.0,1999.0,1,1,90,1.0,2,2.0,4,2,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36.0,1988.0,7,7,630,7.0,15,2.14,42,28,64.3,1.0,2.0,4.0,1,14.3,2,2,0,0,0.0,
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,27.0,1996.0,24,24,2160,24.0,37,1.54,105,68,64.8,9.0,3.0,12.0,4,16.7,1,1,0,0,0.0,
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31.0,1993.0,26,25,2260,25.1,41,1.63,121,80,66.1,5.0,7.0,13.0,5,20.0,0,0,0,0,,
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,GK,39.0,1985.0,14,13,1160,12.9,21,1.63,71,50,70.4,6.0,3.0,4.0,3,23.1,3,3,0,0,0.0,
ENG-Premier League,2425,Wolves,Daniel Bentley,ENG,GK,31.0,1993.0,2,2,180,2.0,4,2.0,12,8,66.7,1.0,0.0,1.0,1,50.0,0,0,0,0,,
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31.0,1993.0,29,29,2609,29.0,48,1.66,117,69,59.0,11.0,5.0,13.0,7,24.1,7,5,2,0,28.6,
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31.0,1993.0,7,7,630,7.0,17,2.43,40,23,57.5,0.0,1.0,6.0,0,0.0,2,2,0,0,0.0,
ENG-Premier League,2425,Wolves,Tom King,WAL,GK,29.0,1995.0,1,0,1,0.0,0,0.0,0,0,,0.0,0.0,0.0,0,,0,0,0,0,,
ENG-Premier League,2526,Arsenal,David Raya,ESP,GK,29.0,1995.0,37,37,3330,37.0,26,0.7,86,59,69.8,25.0,7.0,5.0,19,51.4,0,0,0,0,,
ENG-Premier League,2526,Arsenal,Kepa Arrizabalaga,ESP,GK,30.0,1994.0,1,1,90,1.0,1,1.0,3,2,66.7,1.0,0.0,0.0,0,0.0,0,0,0,0,,
ENG-Premier League,2526,Aston Villa,Emiliano Martínez,ARG,GK,32.0,1992.0,32,32,2835,31.5,39,1.24,134,95,70.9,16.0,6.0,10.0,8,25.0,1,0,1,0,100.0,
ENG-Premier League,2526,Aston Villa,Marco Bizot,NED,GK,34.0,1991.0,7,6,585,6.5,10,1.54,29,19,65.5,3.0,2.0,1.0,2,33.3,1,1,0,0,0.0,
ENG-Premier League,2526,Bournemouth,Đorđe Petrović,SRB,GK,25.0,1999.0,38,38,3420,38.0,54,1.42,163,109,66.9,13.0,18.0,7.0,11,28.9,6,6,0,0,0.0,
ENG-Premier League,2526,Brentford,Caoimhín Kelleher,IRL,GK,26.0,1998.0,37,37,3330,37.0,49,1.32,154,105,68.2,13.0,11.0,13.0,10,27.0,8,5,3,0,37.5,
ENG-Premier League,2526,Brentford,Hákon Valdimarsson,ISL,GK,23.0,2001.0,1,1,90,1.0,3,3.0,4,1,25.0,1.0,0.0,0.0,0,0.0,0,0,0,0,,
ENG-Premier League,2526,Brighton,Bart Verbruggen,NED,GK,22.0,2002.0,38,38,3420,38.0,46,1.21,151,103,69.5,14.0,11.0,13.0,10,26.3,6,5,1,0,16.7,
ENG-Premier League,2526,Burnley,Martin Dúbravka,SVK,GK,36.0,1989.0,35,35,3150,35.0,71,2.03,198,127,64.1,4.0,8.0,23.0,4,11.4,7,6,0,1,0.0,
ENG-Premier League,2526,Burnley,Max Weiß,GER,GK,21.0,2004.0,3,3,270,3.0,4,1.33,14,10,71.4,0.0,2.0,1.0,0,0.0,1,1,0,0,0.0,
ENG-Premier League,2526,Chelsea,Filip Jørgensen,DEN,GK,23.0,2002.0,5,3,379,4.2,5,1.19,13,8,61.5,1.0,2.0,0.0,0,0.0,0,0,0,0,,
ENG-Premier League,2526,Chelsea,Robert Sánchez,ESP,GK,27.0,1997.0,35,35,3039,33.8,49,1.45,147,97,66.7,13.0,8.0,14.0,9,25.7,2,2,0,0,0.0,
ENG-Premier League,2526,Crystal Palace,Dean Henderson,ENG,GK,28.0,1997.0,37,37,3330,37.0,51,1.38,156,104,67.3,11.0,11.0,15.0,11,29.7,6,5,1,0,16.7,
ENG-Premier League,2526,Crystal Palace,Walter Benítez,ARG,GK,32.0,1993.0,1,1,90,1.0,0,0.0,3,3,100.0,0.0,1.0,0.0,1,100.0,1,0,0,1,,
ENG-Premier League,2526,Everton,Jordan Pickford,ENG,GK,31.0,1994.0,38,38,3420,38.0,50,1.32,149,99,66.4,13.0,10.0,15.0,11,28.9,4,3,1,0,25.0,
ENG-Premier League,2526,Fulham,Bernd Leno,GER,GK,33.0,1992.0,38,38,3420,38.0,51,1.34,149,98,65.8,15.0,7.0,16.0,9,23.7,4,3,0,1,0.0,
ENG-Premier League,2526,Leeds United,Karl Darlow,WAL,GK,34.0,1990.0,22,22,1980,22.0,27,1.23,90,63,70.0,7.0,8.0,7.0,5,22.7,2,2,0,0,0.0,
ENG-Premier League,2526,Leeds United,Lucas Perri,BRA,GK,27.0,1997.0,16,16,1440,16.0,29,1.81,67,38,56.7,4.0,6.0,6.0,3,18.8,4,4,0,0,0.0,
ENG-Premier League,2526,Liverpool,Alisson,BRA,GK,32.0,1992.0,26,26,2340,26.0,31,1.19,88,57,64.8,13.0,8.0,5.0,8,30.8,2,2,0,0,0.0,
ENG-Premier League,2526,Liverpool,Freddie Woodman,ENG,GK,28.0,1997.0,3,2,213,2.4,4,1.69,13,9,69.2,1.0,0.0,1.0,0,0.0,0,0,0,0,,
ENG-Premier League,2526,Liverpool,Giorgi Mamardashvili,GEO,GK,24.0,2000.0,10,10,867,9.6,18,1.87,51,33,64.7,3.0,1.0,6.0,2,20.0,2,1,1,0,50.0,
ENG-Premier League,2526,Manchester City,Gianluigi Donnarumma,ITA,GK,26.0,1999.0,34,34,3060,34.0,29,0.85,106,75,72.6,22.0,9.0,3.0,15,44.1,1,0,1,0,100.0,
ENG-Premier League,2526,Manchester City,James Trafford,ENG,GK,22.0,2002.0,4,4,360,4.0,6,1.5,20,14,70.0,1.0,0.0,3.0,1,25.0,1,1,0,0,0.0,
ENG-Premier League,2526,Manchester Utd,Altay Bayındır,TUR,GK,27.0,1998.0,6,6,540,6.0,11,1.83,24,13,54.2,2.0,1.0,3.0,0,0.0,0,0,0,0,,
ENG-Premier League,2526,Manchester Utd,Senne Lammens,BEL,GK,23.0,2002.0,32,32,2880,32.0,39,1.22,118,78,66.9,18.0,10.0,4.0,8,25.0,4,4,0,0,0.0,
ENG-Premier League,2526,Newcastle,Aaron Ramsdale,ENG,GK,27.0,1998.0,12,11,1004,11.2,17,1.52,41,24,58.5,4.0,2.0,5.0,1,9.1,3,3,0,0,0.0,
ENG-Premier League,2526,Newcastle,Nick Pope,ENG,GK,33.0,1992.0,27,27,2416,26.8,38,1.42,127,89,70.1,10.0,5.0,12.0,7,25.9,2,2,0,0,0.0,
ENG-Premier League,2526,Nottingham,Angus Gunn,SCO,GK,29.0,1996.0,1,0,45,0.5,0,0.0,0,0,,0.0,0.0,0.0,0,,0,0,0,0,,
ENG-Premier League,2526,Nottingham,John,BRA,GK,29.0,1996.0,5,5,437,4.9,8,1.65,14,6,42.9,1.0,0.0,4.0,1,20.0,1,1,0,0,0.0,
ENG-Premier League,2526,Nottingham,Matz Sels,BEL,GK,33.0,1992.0,31,30,2668,29.6,39,1.32,132,93,70.5,10.0,10.0,10.0,7,23.3,5,4,1,0,20.0,
ENG-Premier League,2526,Nottingham,Stefan Ortega,GER,GK,32.0,1992.0,3,3,270,3.0,4,1.33,12,8,66.7,0.0,1.0,2.0,1,33.3,0,0,0,0,,
ENG-Premier League,2526,Sunderland,Melker Ellborg,SWE,GK,22.0,2003.0,3,3,270,3.0,2,0.67,12,10,83.3,2.0,0.0,1.0,1,33.3,0,0,0,0,,
ENG-Premier League,2526,Sunderland,Robin Roefs,NED,GK,22.0,2003.0,35,35,3150,35.0,46,1.31,154,108,70.1,12.0,12.0,11.0,10,28.6,3,2,1,0,33.3,
ENG-Premier League,2526,Tottenham,Antonín Kinský,CZE,GK,22.0,2003.0,7,7,630,7.0,7,1.0,17,10,58.8,3.0,2.0,2.0,2,28.6,1,1,0,0,0.0,
ENG-Premier League,2526,Tottenham,Guglielmo Vicario,ITA,GK,28.0,1996.0,31,31,2790,31.0,50,1.61,133,83,62.4,7.0,9.0,15.0,7,22.6,2,2,0,0,0.0,
ENG-Premier League,2526,West Ham,Alphonse Areola,FRA,GK,32.0,1993.0,20,20,1800,20.0,37,1.85,113,76,67.3,4.0,5.0,11.0,0,0.0,6,5,0,1,0.0,
ENG-Premier League,2526,West Ham,Mads Hermansen,DEN,GK,25.0,2000.0,18,18,1620,18.0,28,1.56,82,53,65.9,6.0,4.0,8.0,7,38.9,1,1,0,0,0.0,
ENG-Premier League,2526,Wolves,Daniel Bentley,ENG,GK,32.0,1993.0,3,3,270,3.0,7,2.33,14,7,50.0,0.0,1.0,2.0,0,0.0,1,1,0,0,0.0,
ENG-Premier League,2526,Wolves,José Sá,POR,GK,32.0,1993.0,23,23,2070,23.0,37,1.61,102,65,63.7,3.0,8.0,12.0,4,17.4,3,3,0,0,0.0,
ENG-Premier League,2526,Wolves,Sam Johnstone,ENG,GK,32.0,1993.0,12,12,1080,12.0,24,2.0,63,39,61.9,0.0,2.0,10.0,0,0.0,1,1,0,0,0.0,
ESP-La Liga,2425,Alavés,Adrian Rodriguez,ESP,GK,23.0,2000.0,2,1,122,1.4,2,1.48,6,4,66.7,0.0,1.0,0.0,1,100.0,1,1,0,0,0.0,
ESP-La Liga,2425,Alavés,Antonio Sivera,ESP,GK,27.0,1996.0,32,32,2810,31.2,39,1.25,106,75,63.2,9.0,10.0,13.0,9,28.1,9,9,0,0,0.0,
ESP-La Liga,2425,Alavés,Jesús Owono,EQG,GK,23.0,2001.0,6,5,487,5.4,7,1.29,14,7,50.0,1.0,1.0,3.0,0,0.0,1,1,0,0,0.0,
ESP-La Liga,2425,Athletic Club,Alex Padilla,ESP,GK,20.0,2003.0,5,3,321,3.6,6,1.68,18,12,66.7,0.0,1.0,2.0,0,0.0,1,1,0,0,0.0,
ESP-La Liga,2425,Athletic Club,Julen Agirrezabala,ESP,GK,23.0,2000.0,14,14,1206,13.4,10,0.75,34,24,70.6,9.0,4.0,1.0,5,35.7,2,1,1,0,50.0,
ESP-La Liga,2425,Athletic Club,Unai Simón,ESP,GK,27.0,1997.0,21,21,1890,21.0,14,0.67,61,47,77.0,10.0,8.0,3.0,10,47.6,2,1,1,0,50.0,
ESP-La Liga,2425,Atlético Madrid,Jan Oblak,SVN,GK,31.0,1993.0,36,36,3240,36.0,30,0.83,116,86,74.1,20.0,10.0,6.0,15,41.7,5,5,0,0,0.0,
ESP-La Liga,2425,Atlético Madrid,Juan Musso,ARG,GK,30.0,1994.0,2,2,180,2.0,0,0.0,2,2,100.0,2.0,0.0,0.0,2,100.0,0,0,0,0,,
ESP-La Liga,2425,Barcelona,Iñaki Peña,ESP,GK,25.0,1999.0,16,15,1396,15.5,18,1.16,52,35,65.4,7.0,3.0,5.0,4,26.7,2,2,0,0,0.0,
ESP-La Liga,2425,Barcelona,Marc-André ter Stegen,GER,GK,32.0,1992.0,8,8,674,7.5,9,1.2,23,14,60.9,7.0,0.0,1.0,1,12.5,1,1,0,0,0.0,
ESP-La Liga,2425,Barcelona,Wojciech Szczęsny,POL,GK,34.0,1990.0,15,15,1350,15.0,12,0.8,33,21,63.6,14.0,1.0,0.0,8,53.3,1,1,0,0,0.0,
